
[Name]
BC_2000

[Data]
X [ m ], Y [ m ], Z [ m ], X [ m ], Y [ m ]
3.87204945e-01, -2.62562279e-02, 1.00000000e+00, 3.87204945e-01, -2.62562279e-02
3.98405194e-01, -2.60005575e-02, 0.00000000e+00, 3.98405194e-01, -2.60005575e-02
3.98405194e-01, -2.60005575e-02, 1.00000000e+00, 3.98405194e-01, -2.60005575e-02
4.09569383e-01, -2.57233940e-02, 0.00000000e+00, 4.09569383e-01, -2.57233940e-02
4.09569383e-01, -2.57233940e-02, 1.00000000e+00, 4.09569383e-01, -2.57233940e-02
4.20698673e-01, -2.54399721e-02, 0.00000000e+00, 4.20698673e-01, -2.54399721e-02
4.20698673e-01, -2.54399721e-02, 1.00000000e+00, 4.20698673e-01, -2.54399721e-02
4.31792468e-01, -2.51361001e-02, 0.00000000e+00, 4.31792468e-01, -2.51361001e-02
4.31792468e-01, -2.51361001e-02, 1.00000000e+00, 4.31792468e-01, -2.51361001e-02
4.42849994e-01, -2.48142276e-02, 0.00000000e+00, 4.42849994e-01, -2.48142276e-02
4.42849994e-01, -2.48142276e-02, 1.00000000e+00, 4.42849994e-01, -2.48142276e-02
4.53873754e-01, -2.44846456e-02, 0.00000000e+00, 4.53873754e-01, -2.44846456e-02
4.53873754e-01, -2.44846456e-02, 1.00000000e+00, 4.53873754e-01, -2.44846456e-02
4.64861631e-01, -2.41335984e-02, 0.00000000e+00, 4.64861631e-01, -2.41335984e-02
4.64861631e-01, -2.41335984e-02, 1.00000000e+00, 4.64861631e-01, -2.41335984e-02
4.75814730e-01, -2.37706807e-02, 0.00000000e+00, 4.75814730e-01, -2.37706807e-02
4.75814730e-01, -2.37706807e-02, 1.00000000e+00, 4.75814730e-01, -2.37706807e-02
4.86733228e-01, -2.33833548e-02, 0.00000000e+00, 4.86733228e-01, -2.33833548e-02
4.86733228e-01, -2.33833548e-02, 1.00000000e+00, 4.86733228e-01, -2.33833548e-02
4.97616559e-01, -2.29874495e-02, 0.00000000e+00, 4.97616559e-01, -2.29874495e-02
4.97616559e-01, -2.29874495e-02, 1.00000000e+00, 4.97616559e-01, -2.29874495e-02
5.08463919e-01, -2.25706063e-02, 0.00000000e+00, 5.08463919e-01, -2.25706063e-02
5.08463919e-01, -2.25706063e-02, 1.00000000e+00, 5.08463919e-01, -2.25706063e-02
5.19278407e-01, -2.21251361e-02, 0.00000000e+00, 5.19278407e-01, -2.21251361e-02
5.19278407e-01, -2.21251361e-02, 1.00000000e+00, 5.19278407e-01, -2.21251361e-02
5.30055404e-01, -2.16595959e-02, 0.00000000e+00, 5.30055404e-01, -2.16595959e-02
5.30055404e-01, -2.16595959e-02, 1.00000000e+00, 5.30055404e-01, -2.16595959e-02
5.40800333e-01, -2.11779308e-02, 0.00000000e+00, 5.40800333e-01, -2.11779308e-02
5.40800333e-01, -2.11779308e-02, 1.00000000e+00, 5.40800333e-01, -2.11779308e-02
5.51506758e-01, -2.06526686e-02, 0.00000000e+00, 5.51506758e-01, -2.06526686e-02
5.51506758e-01, -2.06526686e-02, 1.00000000e+00, 5.51506758e-01, -2.06526686e-02
5.62179685e-01, -2.01066956e-02, 0.00000000e+00, 5.62179685e-01, -2.01066956e-02
5.62179685e-01, -2.01066956e-02, 1.00000000e+00, 5.62179685e-01, -2.01066956e-02
5.72817206e-01, -1.95237901e-02, 0.00000000e+00, 5.72817206e-01, -1.95237901e-02
5.72817206e-01, -1.95237901e-02, 1.00000000e+00, 5.72817206e-01, -1.95237901e-02
5.83419144e-01, -1.89079214e-02, 0.00000000e+00, 5.83419144e-01, -1.89079214e-02
5.83419144e-01, -1.89079214e-02, 1.00000000e+00, 5.83419144e-01, -1.89079214e-02
5.93986213e-01, -1.82700157e-02, 0.00000000e+00, 5.93986213e-01, -1.82700157e-02
5.93986213e-01, -1.82700157e-02, 1.00000000e+00, 5.93986213e-01, -1.82700157e-02
6.04519486e-01, -1.76045466e-02, 0.00000000e+00, 6.04519486e-01, -1.76045466e-02
6.04519486e-01, -1.76045466e-02, 1.00000000e+00, 6.04519486e-01, -1.76045466e-02
6.15016997e-01, -1.69287380e-02, 0.00000000e+00, 6.15016997e-01, -1.69287380e-02
6.15016997e-01, -1.69287380e-02, 1.00000000e+00, 6.15016997e-01, -1.69287380e-02
6.25480711e-01, -1.62243489e-02, 0.00000000e+00, 6.25480711e-01, -1.62243489e-02
6.25480711e-01, -1.62243489e-02, 1.00000000e+00, 6.25480711e-01, -1.62243489e-02
6.35912299e-01, -1.55169917e-02, 0.00000000e+00, 6.35912299e-01, -1.55169917e-02
6.35912299e-01, -1.55169917e-02, 1.00000000e+00, 6.35912299e-01, -1.55169917e-02
6.46308243e-01, -1.47952829e-02, 0.00000000e+00, 6.46308243e-01, -1.47952829e-02
6.46308243e-01, -1.47952829e-02, 1.00000000e+00, 6.46308243e-01, -1.47952829e-02
6.56671107e-01, -1.40661364e-02, 0.00000000e+00, 6.56671107e-01, -1.40661364e-02
6.56671107e-01, -1.40661364e-02, 1.00000000e+00, 6.56671107e-01, -1.40661364e-02
6.67003632e-01, -1.33401155e-02, 0.00000000e+00, 6.67003632e-01, -1.33401155e-02
6.67003632e-01, -1.33401155e-02, 1.00000000e+00, 6.67003632e-01, -1.33401155e-02
6.77300572e-01, -1.26084229e-02, 0.00000000e+00, 6.77300572e-01, -1.26084229e-02
6.77300572e-01, -1.26084229e-02, 1.00000000e+00, 6.77300572e-01, -1.26084229e-02
6.87567770e-01, -1.18892556e-02, 0.00000000e+00, 6.87567770e-01, -1.18892556e-02
6.87567770e-01, -1.18892556e-02, 1.00000000e+00, 6.87567770e-01, -1.18892556e-02
6.97801411e-01, -1.11709088e-02, 0.00000000e+00, 6.97801411e-01, -1.11709088e-02
6.97801411e-01, -1.11709088e-02, 1.00000000e+00, 6.97801411e-01, -1.11709088e-02
7.08003998e-01, -1.04540233e-02, 0.00000000e+00, 7.08003998e-01, -1.04540233e-02
7.08003998e-01, -1.04540233e-02, 1.00000000e+00, 7.08003998e-01, -1.04540233e-02
7.18173742e-01, -9.74973477e-03, 0.00000000e+00, 7.18173742e-01, -9.74973477e-03
7.18173742e-01, -9.74973477e-03, 1.00000000e+00, 7.18173742e-01, -9.74973477e-03
7.28312969e-01, -9.04964842e-03, 0.00000000e+00, 7.28312969e-01, -9.04964842e-03
7.28312969e-01, -9.04964842e-03, 1.00000000e+00, 7.28312969e-01, -9.04964842e-03
7.38421440e-01, -8.36564228e-03, 0.00000000e+00, 7.38421440e-01, -8.36564228e-03
7.38421440e-01, -8.36564228e-03, 1.00000000e+00, 7.38421440e-01, -8.36564228e-03
7.48496652e-01, -7.68624526e-03, 0.00000000e+00, 7.48496652e-01, -7.68624526e-03
7.48496652e-01, -7.68624526e-03, 1.00000000e+00, 7.48496652e-01, -7.68624526e-03
7.58543730e-01, -7.03192689e-03, 0.00000000e+00, 7.58543730e-01, -7.03192689e-03
7.58543730e-01, -7.03192689e-03, 1.00000000e+00, 7.58543730e-01, -7.03192689e-03
7.68558860e-01, -6.38509635e-03, 0.00000000e+00, 7.68558860e-01, -6.38509635e-03
7.68558860e-01, -6.38509635e-03, 1.00000000e+00, 7.68558860e-01, -6.38509635e-03
7.78542697e-01, -5.75814256e-03, 0.00000000e+00, 7.78542697e-01, -5.75814256e-03
7.78542697e-01, -5.75814256e-03, 1.00000000e+00, 7.78542697e-01, -5.75814256e-03
7.88497984e-01, -5.14825061e-03, 0.00000000e+00, 7.88497984e-01, -5.14825061e-03
7.88497984e-01, -5.14825061e-03, 1.00000000e+00, 7.88497984e-01, -5.14825061e-03
7.98421860e-01, -4.55210591e-03, 0.00000000e+00, 7.98421860e-01, -4.55210591e-03
7.98421860e-01, -4.55210591e-03, 1.00000000e+00, 7.98421860e-01, -4.55210591e-03
8.08315277e-01, -3.98280751e-03, 0.00000000e+00, 8.08315277e-01, -3.98280751e-03
8.08315277e-01, -3.98280751e-03, 1.00000000e+00, 8.08315277e-01, -3.98280751e-03
8.18179369e-01, -3.43156024e-03, 0.00000000e+00, 8.18179369e-01, -3.43156024e-03
8.18179369e-01, -3.43156024e-03, 1.00000000e+00, 8.18179369e-01, -3.43156024e-03
8.28014433e-01, -2.90500931e-03, 0.00000000e+00, 8.28014433e-01, -2.90500931e-03
8.28014433e-01, -2.90500931e-03, 1.00000000e+00, 8.28014433e-01, -2.90500931e-03
8.37819040e-01, -2.40445789e-03, 0.00000000e+00, 8.37819040e-01, -2.40445789e-03
8.37819040e-01, -2.40445789e-03, 1.00000000e+00, 8.37819040e-01, -2.40445789e-03
8.47593427e-01, -1.93384208e-03, 0.00000000e+00, 8.47593427e-01, -1.93384208e-03
8.47593427e-01, -1.93384208e-03, 1.00000000e+00, 8.47593427e-01, -1.93384208e-03
8.57340753e-01, -1.48143270e-03, 0.00000000e+00, 8.57340753e-01, -1.48143270e-03
8.57340753e-01, -1.48143270e-03, 1.00000000e+00, 8.57340753e-01, -1.48143270e-03
8.67056072e-01, -1.06459332e-03, 0.00000000e+00, 8.67056072e-01, -1.06459332e-03
8.67056072e-01, -1.06459332e-03, 1.00000000e+00, 8.67056072e-01, -1.06459332e-03
8.76743019e-01, -6.75613643e-04, 0.00000000e+00, 8.76743019e-01, -6.75613643e-04
8.76743019e-01, -6.75613643e-04, 1.00000000e+00, 8.76743019e-01, -6.75613643e-04
8.86401713e-01, -3.19572311e-04, 0.00000000e+00, 8.86401713e-01, -3.19572311e-04
8.86401713e-01, -3.19572311e-04, 1.00000000e+00, 8.86401713e-01, -3.19572311e-04
8.96031201e-01, 2.93764242e-06, 0.00000000e+00, 8.96031201e-01, 2.93764242e-06
8.96031201e-01, 2.93764242e-06, 1.00000000e+00, 8.96031201e-01, 2.93764242e-06
9.05629575e-01, 2.80826323e-04, 0.00000000e+00, 9.05629575e-01, 2.80826323e-04
9.05629575e-01, 2.80826323e-04, 1.00000000e+00, 9.05629575e-01, 2.80826323e-04
9.15201485e-01, 5.31614118e-04, 0.00000000e+00, 9.15201485e-01, 5.31614118e-04
9.15201485e-01, 5.31614118e-04, 1.00000000e+00, 9.15201485e-01, 5.31614118e-04
9.24742520e-01, 7.26256985e-04, 0.00000000e+00, 9.24742520e-01, 7.26256985e-04
9.24742520e-01, 7.26256985e-04, 1.00000000e+00, 9.24742520e-01, 7.26256985e-04
9.34255064e-01, 8.80443084e-04, 0.00000000e+00, 9.34255064e-01, 8.80443084e-04
9.34255064e-01, 8.80443084e-04, 1.00000000e+00, 9.34255064e-01, 8.80443084e-04
9.43738639e-01, 9.83708655e-04, 0.00000000e+00, 9.43738639e-01, 9.83708655e-04
9.43738639e-01, 9.83708655e-04, 1.00000000e+00, 9.43738639e-01, 9.83708655e-04
9.53196943e-01, 1.02937350e-03, 0.00000000e+00, 9.53196943e-01, 1.02937350e-03
9.53196943e-01, 1.02937350e-03, 1.00000000e+00, 9.53196943e-01, 1.02937350e-03
9.62625444e-01, 1.02212967e-03, 0.00000000e+00, 9.62625444e-01, 1.02212967e-03
9.62625444e-01, 1.02212967e-03, 1.00000000e+00, 9.62625444e-01, 1.02212967e-03
9.72013712e-01, 9.50350775e-04, 0.00000000e+00, 9.72013712e-01, 9.50350775e-04
9.72013712e-01, 9.50350775e-04, 1.00000000e+00, 9.72013712e-01, 9.50350775e-04
9.81422901e-01, 7.76219356e-04, 0.00000000e+00, 9.81422901e-01, 7.76219356e-04
9.81422901e-01, 7.76219356e-04, 1.00000000e+00, 9.81422901e-01, 7.76219356e-04
9.90768969e-01, 4.80516348e-04, 0.00000000e+00, 9.90768969e-01, 4.80516348e-04
9.90768969e-01, 4.80516348e-04, 1.00000000e+00, 9.90768969e-01, 4.80516348e-04
